,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
228,299,19444.03,23440,58491,2158,970,2934,8954.012,0.460501861,366,5562.74,5880,10252,362,210,359,1769,0.318008751,22,5362.19,4388,12114.8,265,112,325,2482.53,0.462969421,20,6018.59,4264,16848,505,164,648,2207.632,0.366802191,23,29427.12,16998,73986,1525,553,2520,17154.9,0.582962247,230,9260.29,6066,31600,595,190,1137,3957.34,0.427345148,108,7650.26,6268,22758,848,255,1037,3862.054,0.504826503,136,10738.61,4976,38004,1312,222,1793,2915.57,0.271503481,129,10238.11,6610,39254,915,228,1415,2979.96,0.291065441,98,2726.78,0,11268,198,0,390,1148.66,0.421251439,64,32460.68,20992,121848,5302,1170,7037,15993.004,0.492688508,278,13870.47,10480,48192,1654,524,2271,6629.313,0.477944367,172,4695.05,4496,19670.1,327,140,602,1213.92,0.258553157,84,4193.08,540,22925,135,6,282,1941.08,0.462924628,24,3027.29,0,9172,311,0,359,1204.75,0.397963195,24
229,301,13802.4,19724,35048,1505,766,1757,6426.631,0.465616922,364,2482.34,2356,6980,157,84,238,897.6,0.361594302,21,3925.77,4508,9750.8,182,116,262,1936.46,0.493268836,19,5076.25,4914,11310,410,189,435,2011.532,0.396263383,23,12727.94,4370,29070,648,143,976,7503.99,0.589568304,160,2114.17,4556,3896,121,148,129,975.52,0.461419848,34,4161.07,4762,10604,459,191,482,2107.97,0.506593256,107,6269.19,3680,17840,742,170,838,1790.09,0.285537685,119,5496.6,5144,18508,522,185,694,1532.85,0.278872394,96,2222.56,0,10140,166,0,348,939.27,0.422607264,59,18794.32,10848,65692,3067,595,3781,9187.329,0.488835403,261,9063.82,4840,30836,1107,242,1470,4199.359,0.463310061,173,4435.63,5055,18112.2,332,175,567,1038.68,0.234167413,87,2900.4,720,11700,88,12,131,1408.01,0.485453731,16,1286.25,0,3700,125,0,146,565.15,0.439378037,24
230,302,10334.3,19506,31117,1065,787,1599,4919.65,0.476050628,357,2085.3,2408,6864,143,86,232,651.05,0.312209274,18,4222.51,6284,9170.8,202,154,246,1966.26,0.465661419,25,4546.14,5304,10530,380,204,405,1668.97,0.367118039,25,8132.96,5844,25656,424,197,897,4857.93,0.597313893,159,1896.58,4310,3738,100,139,123,931.68,0.491242131,36,3034.5,5494,10182,329,224,484,1594.205,0.525360026,103,5509.99,3938,16440,680,181,776,1431.74,0.259844392,117,4956.05,5250,17972,467,181,676,1338.4,0.270053773,93,1538.69,0,9084,124,0,324,660.89,0.429514717,56,17518.37,11692,60780,2827,651,3543,8809.857,0.502892507,285,8981.95,5740,28952,1044,287,1367,4441.659,0.494509433,171,5623.36,6815,30079.5,432,233,971,1398.07,0.248618264,109,2764.62,0,11010,81,0,129,1410.12,0.510059249,18,1328.33,0,4048,128,0,159,578.28,0.435343627,25
231,303,12316.53,23482,31990,1272,990,1662,5890.334,0.478246227,361,3270.97,5292,6120,216,189,209,1033.72,0.316028579,19,4379.73,3668,10776.8,210,94,287,2098.8,0.479207622,20,6829.44,4186,16302,546,161,627,2710.45,0.396877343,25,12477.52,5146,30576,635,172,1037,7312.01,0.586014689,161,1876.9,4538,1266,103,145,40,871.2,0.464169641,23,3204.65,6620,11682,351,270,559,1651.806,0.515440376,107,5588.78,3730,15974,665,176,757,1636.53,0.292824194,118,6517.28,4798,21966,609,167,817,1771.44,0.271806643,101,2477.23,0,9084,167,0,324,1169.63,0.472152364,54,19497.66,13396,76004,3204,749,4449,9632.159,0.494016154,289,11181.3,6580,35862,1357,329,1697,5275.522,0.471816515,173,6439.66,7581,31807.6,475,260,1025,1715.31,0.266366547,112,2713.64,0,10500,81,0,121,1313.3,0.483962501,17,1197.94,0,4216,124,0,165,472.1,0.394093193,23
232,304,12843.63,19904,36825,1366,814,1808,5862.146,0.456424391,360,3015.66,2044,7900,201,73,276,926.91,0.307365552,19,4370.44,4366,11066.8,212,112,297,2085.05,0.477080111,21,5481.05,3068,15392,459,118,592,2020.92,0.368710375,24,18575.8,6498,38940,894,209,1305,10994.79,0.591887833,167,1212.25,4478,1508,69,144,47,534.05,0.440544442,25,5519.18,4896,13270,606,196,611,2886.625,0.523017006,107,8090.61,3886,22846,985,185,1081,2238.07,0.276625619,120,6876.14,3536,28970,667,131,1063,1806.39,0.262704075,98,2994.63,0,10140,215,0,348,1334.47,0.445620995,58,23409.04,15404,84708,3817,865,4864,11413.057,0.487549126,266,11005.72,6760,36708,1317,338,1733,5183.82,0.471011438,171,5483.2,4674,21814.8,434,162,700,1359.99,0.248028523,88,2752.02,52,11150,87,1,137,1361.52,0.494734777,19,955.69,0,3892,93,0,152,391.74,0.409902793,25
233,305,16342.12,20242,48325,1764,842,2405,7642.262,0.46764202,363,3985.45,5488,7744,259,196,268,1373.7,0.344678769,26,5066.58,8458,9654.8,240,217,261,2467.26,0.48696754,19,4916.31,7592,10660,415,292,410,1783.89,0.362851407,24,33004.14,14114,76626,1604,446,2652,19682.99,0.596379424,236,2366.99,4648,5268,132,151,170,1092.84,0.461700303,41,4732.71,7044,14948,512,286,683,2477.905,0.523570005,111,8473.21,3498,23704,988,166,1127,2566.73,0.302922977,129,6010.43,4434,24788,541,154,911,1790.53,0.297903811,101,3164.06,0,10740,218,0,366,1427.19,0.451062875,59,31340.6,16124,113972,4886,914,6557,16126.116,0.514543946,278,14293.8,9740,46830,1677,487,2213,6920.628,0.48416992,170,8366.28,4605,34270.3,599,155,1098,2316,0.276825543,96,3526.2,56,13660,115,1,178,1747.33,0.495527764,26,1885.89,0,6420,194,0,252,754.29,0.399965003,25
234,306,18336.34,20958,48213,1993,849,2431,8480.664,0.462505822,368,4188.35,2828,10120,270,101,354,1398.85,0.333985937,22,4593.41,4006,11782.8,216,103,315,2231.58,0.48582208,19,6748.65,4498,15808,533,173,608,2733.314,0.405016411,24,23651.45,8782,57246,1196,300,1964,14253.43,0.602645081,227,1478.3,4742,1508,91,152,48,611.65,0.413752283,34,6281.01,8026,15110,685,327,698,3284.8,0.522973216,112,8170.99,4258,23364,960,192,1088,2292.89,0.280613487,122,7633.95,3260,28806,685,113,1063,2347.44,0.307500049,98,2718.87,0,10476,197,0,360,1153.02,0.424080592,58,31263.58,19752,112544,5077,1094,6461,15577.595,0.498266513,279,13516.03,8040,43192,1611,402,2028,6454.904,0.477573962,171,9699.57,7554.5,47195.4,735,265,1511,2453.3,0.252928738,113,4008.57,0,18580,132,0,237,1847.25,0.460825182,20,2247.08,0,7472,224,0,290,923.03,0.410768642,27
235,307,16137.11,19794,42719,1791,799,2168,7365.421,0.456427514,358,6524.15,4732,17620,448,169,616,1889.91,0.289679115,20,5158.99,4418,11420.8,247,113,304,2465.56,0.477915251,19,5471.04,3848,14014,455,148,539,2064.174,0.377290972,22,35084.97,14422,74094,1732,453,2543,20540.45,0.585448698,232,4758.46,5162,17894,290,161,619,2036.81,0.428039744,86,3831.81,7330,13088,448,302,588,1816.446,0.474043859,117,7322.24,2908,21764,858,136,1022,2136.41,0.291770005,120,8448.41,1658,37598,825,58,1383,2145.25,0.253923519,97,3398.76,0,10488,240,0,360,1496.71,0.440369429,59,27804.26,13272,99260,4553,733,5701,13692.152,0.492447992,274,13418.15,6140,43074,1635,307,2023,6142.772,0.457795747,172,2519.82,4242,6452,177,132,179,568.68,0.225682787,53,3468.73,0,14510,109,0,173,1615.89,0.465844848,15,1182.26,0,3776,125,0,148,446.16,0.377378918,24
236,308,15197.03,20562,46331,1681,819,2312,6994.218,0.460235849,366,3548.7,2044,10628,240,73,371,1068.45,0.301082086,23,7174.22,4120,13342.8,343,106,359,3447.2,0.480498228,20,6543.42,3276,18434,579,126,709,2186.884,0.334211162,25,13554.1,5238,47010,741,181,1698,7902,0.582997027,169,2087.87,4528,1604,114,147,50,956.32,0.45803618,25,3032.33,5430,12462,346,221,564,1550.011,0.511161714,110,10198.39,4162,26902,1220,191,1286,2863.15,0.280745294,125,8337.52,5078,31652,768,177,1196,2448.91,0.293721634,99,3176.86,0,10848,224,0,372,1400.048,0.440701825,61,28756.82,14616,108096,4692,802,6310,14256.701,0.495767647,294,15164.52,6720,45992,1779,336,2174,7196.916,0.474589107,172,9388.38,8336,41421.1,722,283,1309,2382.39,0.253759435,88,3973.62,0,14700,123,0,172,1855.5,0.466954565,20,1888.73,0,5424,193,0,211,746.78,0.395387377,23
237,310,17002.39,19088,49658,1829,785,2479,8039.876,0.472867403,340,5825.85,7196,13352,391,257,453,1978.6,0.339624261,24,5003.02,5230,9252,231,134,238,2347.34,0.469184612,16,6613.35,3848,17784,562,148,684,2366.622,0.357855247,24,17176.31,6240,37956,855,213,1273,10138.92,0.590285108,168,2769.3,4976,1976,144,159,61,1331.3,0.480735204,28,5637.87,4338,16330,627,181,756,2974.838,0.527652819,104,10434.75,2814,31558,1242,130,1468,2799,0.268238338,126,8645.77,3836,35876,809,135,1296,2268.64,0.262398838,102,2642.68,0,10596,187,0,360,1202.754,0.455126614,65,34943.74,18980,129796,5679,1083,7514,17242.319,0.493430841,302,16439.99,9500,52082,1971,475,2472,7644.342,0.464984589,172,16020.47,11159,73726.2,1204,385,2395,3954.61,0.246847315,117,4377.38,108,19350,146,2,243,2068.01,0.472430998,30,2128.21,0,6524,222,0,256,851.01,0.399871253,31
238,311,18701.05,23858,49745,2030,974,2510,8576.518,0.458611575,381,2589.5,4568,5988,171,163,207,821.75,0.317339255,23,3160.43,4764,7444.8,151,122,209,1558.05,0.492986714,19,4806.18,4524,12584,401,174,484,1778.912,0.370130124,23,15470.29,4902,36186,780,162,1226,9013.05,0.582603817,168,6996.96,4080,18002,435,132,632,2923.97,0.417891484,79,5544.89,8854,16408,614,352,728,2711.502,0.48900916,119,7030.2,3958,21910,864,179,1037,1814.3,0.258072317,136,5533.18,2828,24334,526,101,908,1504.68,0.271937656,101,1916.58,0,10140,147,0,348,790.23,0.412312557,60,28129.8,18644,109108,4585,1055,6232,13675.193,0.486146116,284,13164.23,9820,45562,1580,491,2150,6146.474,0.466907218,172,4474.73,4420,19682.6,340,141,611,1021.72,0.228331095,87,2769.62,0,11810,87,0,143,1331.11,0.480611059,20,2236.61,0,7736,231,0,303,903.31,0.403874614,27
239,312,18172.73,22664,48750,1922,916,2452,8606.533,0.473596042,371,3872,2744,9460,249,98,325,1349.25,0.348463326,21,3067.48,6292,5252.8,148,162,148,1484.49,0.483944476,19,4965.23,5148,13494,410,198,519,1913.888,0.385458075,25,12773.66,6758,35946,656,251,1184,7538.66,0.590172276,178,5812.12,4194,14764,322,137,516,2774.17,0.477307764,76,2878.45,8366,12868,310,333,571,1429.326,0.496560996,113,7416.37,3912,22320,861,187,1034,2132.33,0.287516669,143,9545.62,6348,29446,867,222,1092,2770.77,0.290266112,108,2347.16,0,10140,170,0,348,1015.475,0.432639871,61,29538.99,21176,107624,4604,1183,6144,14858.202,0.503003048,297,13208.84,9680,45140,1562,484,2137,6258.796,0.473833887,173,10518.09,9305.5,49722.3,812,314,1627,2607.53,0.247909079,122,3549.31,0,18370,103,0,222,1676.73,0.47241013,27,1810.57,0,6274,181,0,243,743.47,0.410627592,27
240,313,13930.13,21866,43253,1436,904,2190,6617.004,0.475013801,370,4169.28,5544,7372,261,198,251,1559.28,0.373992632,24,4565.78,4418,10550.8,213,113,284,2252.74,0.493396528,20,3673.2,5226,9360,301,201,360,1409.112,0.383619732,26,18815.47,8214,57330,971,279,1960,11248.48,0.597831465,227,1926.88,4678,4428,103,152,142,970.28,0.50354978,42,3996.82,7798,11640,439,312,525,2018.961,0.505141838,112,8508.71,4340,23730,1004,197,1139,2563.61,0.30129244,123,9976.64,7998,31982,883,278,1181,3080.54,0.308775299,112,2981.04,0,10368,193,0,354,1366.95,0.458548024,60,24659.2,20168,85408,3874,1128,4905,12382.972,0.502164385,287,11108.01,9280,39168,1291,464,1850,5348.765,0.481523243,174,13394.95,10160,58118.8,986,337,1889,3608.36,0.269382118,117,2769.86,0,12580,80,0,146,1476.24,0.532965565,21,2013.07,0,6564,206,0,256,777.48,0.386216078,26
241,314,26541.8,30276,73636,2901,1277,3526,11823.069,0.445450911,387,2457.43,3444,6184,169,123,208,726.43,0.295605572,20,3843.89,4578,11351.6,191,117,309,1850.63,0.48144718,21,5534.07,4628,15184,475,178,584,1967.364,0.355500382,22,37214.64,23578,83682,1892,754,2860,21778.86,0.585222912,253,10617.13,5710,31212,680,179,1148,4401.99,0.414612047,110,7802.03,10464,21346,882,423,986,3879.385,0.497227645,131,9613.5,5944,29446,1210,272,1403,2419.86,0.251714776,127,10102.45,8198,36370,971,280,1362,2564.49,0.253848324,110,3553.46,0,10608,254,0,360,1475.662,0.41527469,61,36646.08,19916,136860,6055,1097,7860,17693.942,0.482833143,280,17207.82,8360,57162,2097,418,2707,7989.451,0.464291874,175,7530.38,5092.5,32111.6,574,165,963,1602.53,0.21280865,91,5301.61,540,21480,167,6,244,2381.49,0.44920128,22,3390.16,0,10862,366,0,425,1258.36,0.371180121,27
242,315,23113.55,30508,61808,2410,1236,2959,10865.14,0.470076643,381,6291.29,4536,12020,402,162,413,2236.79,0.355537577,16,6692.11,4524,12318.8,314,117,332,3303.14,0.493587224,20,6344.49,6968,13598,548,268,523,2266.454,0.357231866,26,10222.4,6026,35256,505,208,1282,5937.75,0.580856746,188,2610.97,4998,4538,131,158,147,1254.47,0.480461285,38,5162.77,9642,12474,516,373,562,2723.021,0.52743411,108,10003.34,4212,25910,1168,199,1245,3015.16,0.301415327,127,10888.89,6016,35566,956,212,1302,3317.28,0.304648132,100,2901.81,0,15720,201,0,630,1362.51,0.469537978,74,36841.43,15044,112004,5610,829,6393,18698.64,0.507543817,266,18083.75,8080,50650,2103,404,2389,8696.089,0.480878634,174,18795.04,8781.5,68295.5,1364,302,2229,5110.83,0.271924401,118,5581.87,112,19080,162,2,221,2757.37,0.493986782,20,2805.51,0,7936,278,0,311,1175.85,0.419121657,24
243,316,14106.42,20696,37461,1475,844,1871,6658.587,0.472025291,360,2742,4848,4708,176,173,153,1057.75,0.38575857,18,3822.7,5650,7250.8,182,145,195,1812.44,0.474125618,19,4980.44,4576,12818,408,176,493,1913.342,0.384171278,23,13134.27,6428,30600,650,215,1045,7787.36,0.592903907,159,4650.89,5098,15706,290,163,563,1975.65,0.424789664,76,3651.9,6386,11866,403,257,534,1827.36,0.5003861,113,8168.05,3646,22264,959,172,1066,2487.35,0.304521887,129,8248,6112,24318,759,217,923,2443.76,0.29628516,100,2963.51,0,11448,211,0,420,1329.36,0.448576182,58,22966.24,13860,86184,3738,771,4939,11160.368,0.485946677,276,9833.19,7280,36712,1207,364,1730,4503.939,0.458034371,173,6191.19,5584,23747.2,459,179,741,1541.46,0.248976368,89,2360.51,540,11560,80,6,136,1091.46,0.462383129,15,1624.92,0,4744,160,0,187,697.52,0.42926421,23
244,317,17764.75,25646,47329,1915,1067,2352,8276.308,0.46588373,368,3191.88,3388,6604,213,121,230,1000.13,0.313335714,23,5038.57,4904,10672.8,239,126,285,2406.75,0.47766529,23,5499.14,4472,15782,455,172,607,2078.224,0.377918002,21,8907.57,6058,28374,457,207,946,5082.73,0.570607921,156,6074.71,4774,16406,383,152,567,2451.06,0.403485928,81,4493.94,9350,13780,486,376,608,2162.868,0.481285464,114,5641.3,4312,16656,695,204,777,1395.69,0.24740574,137,6634.47,2718,23364,648,98,875,1701.83,0.256513331,103,2630.97,0,10140,184,0,348,1156.27,0.439484297,58,28599.94,24920,101392,4592,1376,5744,13977.656,0.488730256,273,13367.06,10100,45256,1602,505,2133,6271.928,0.469207739,174,6161.97,4794.5,25819.8,447,154,810,1534,0.24894636,81,5027.99,112,24180,158,2,293,2329.59,0.463324311,25,1539.87,0,4654,155,0,183,631.57,0.410145012,26
245,318,20325.97,25804,56544,2164,1080,2912,9637.084,0.474126647,373,6747.9,2604,17904,445,93,623,2197.41,0.325643534,19,6689.71,4440,13148.8,319,114,352,3190.76,0.476965369,20,6830.24,3406,19084,553,131,734,2662.526,0.389814414,25,13295.79,6728,32442,673,213,1119,7810.26,0.587423538,160,1675.42,4112,2026,90,132,64,808.22,0.482398443,24,6221.36,8648,17546,672,343,846,3315.28,0.5328867,105,8018.72,3152,21534,934,148,1036,2533.65,0.315966887,118,7317.39,3372,24330,648,123,914,2347.39,0.320796076,100,2591.81,0,9084,176,0,324,1157.58,0.446629961,55,32302.9,20500,100156,5135,1143,5907,16614.032,0.514320138,283,20485.52,8280,58372,2358,414,2773,10252.205,0.500461057,170,6603.19,5905,28241.5,510,201,909,1702.24,0.257790553,94,4129.03,56,15590,120,1,180,2096.53,0.507753637,19,2369.72,0,6860,220,0,267,1057.67,0.446326992,26
246,319,13924.32,21298,34644,1471,846,1727,6624.541,0.475753286,360,3044.22,2072,10148,197,74,347,1088.73,0.35763841,17,4120.12,4862,8810.8,194,125,238,2014.23,0.488876538,19,3231.99,4836,8346,273,186,321,1202.996,0.372215261,26,16889.45,7812,53670,862,273,1842,10152.95,0.601141541,225,2855.48,4680,4974,150,154,160,1397.73,0.489490383,42,4169.74,6096,12924,442,242,605,2211.531,0.530376234,110,7888.3,3686,23858,929,171,1121,2309.65,0.292794392,120,7110.78,3388,26726,655,122,980,2005.44,0.282028132,97,2859.03,0,9084,191,0,324,1323.43,0.462894758,55,21821.93,17072,72780,3512,933,4260,10945.234,0.501570393,286,10675.53,6960,33780,1238,348,1597,5197.313,0.486843557,170,10167.2,6404,47310.8,765,219,1531,2566.62,0.252441183,116,4304.52,0,13900,138,0,170,1997.88,0.464135374,15,2085.83,42,6216,212,1,244,840.48,0.402947508,25
247,320,16835.4,22814,42521,1808,933,2118,7733.65,0.459368355,358,2641.05,3700,4904,173,132,170,865.82,0.327831734,20,3387.69,4326,6678.8,157,111,183,1678.4,0.495440846,18,6439.13,5642,15002,558,217,577,2257.406,0.350576242,22,15052.67,5868,57576,797,197,2041,8715.25,0.578983662,226,4551.46,4996,14070,276,159,501,2028.72,0.445729502,77,3202.12,7458,8158,354,299,358,1509.681,0.471462968,90,6540.56,3348,19416,796,159,906,1668.5,0.255100481,123,6775.79,2914,23218,630,110,857,1931.6,0.28507377,98,2843.41,0,10140,189,0,348,1214.66,0.427184261,58,24587.39,16592,85780,4012,920,4927,12060.735,0.490525225,272,11628.68,8620,36636,1375,431,1725,5580.851,0.479921281,172,3781.2,4182.5,12873.6,265,134,392,952.95,0.252023167,70,3244.8,0,16955,108,0,209,1580.63,0.487127096,25,1531.02,0,4552,155,0,179,626.91,0.409472117,24
248,321,31523.13,33292,103830,3474,1455,5000,13876.278,0.440193534,392,7354.72,7084,15528,508,253,536,2178.77,0.296241053,27,7348.24,4668,14553.6,338,120,390,3631.73,0.494231272,21,8879.4,8008,18980,785,308,730,3000.294,0.337893777,23,23621.34,11256,69150,1261,361,2368,13559.11,0.574019509,233,8106.36,5794,22474,492,177,785,3437.26,0.424020152,89,9989.6,13750,29828,1120,544,1373,4909.504,0.49146152,135,12968.46,4504,37536,1631,207,1771,3130.57,0.241398747,132,13891.89,3990,49798,1326,135,1818,3440.89,0.247690559,102,4592.71,78,12048,340,2,432,1871.04,0.407393456,60,48288,36368,174804,8090,1996,10065,23131.826,0.479038809,297,23062.48,14480,77606,2790,724,3656,10787.726,0.467760883,181,7269,5510,27098.4,536,175,838,1689.23,0.232388224,85,5510.98,0,27035,169,0,328,2574.4,0.467140146,25,3029.37,0,10204,317,0,400,1187.61,0.392032007,27
249,322,18661.72,23510,51339,2082,963,2541,8392.668,0.449726392,365,3691.81,3760,9128,251,134,312,1128.06,0.305557437,20,5401.9,4866,10330.8,253,125,277,2633.37,0.487489587,21,5683.92,5590,13624,502,215,524,1911.168,0.336241186,22,23155.58,10554,61620,1168,354,2105,13502.68,0.583128559,227,7464.7,3260,20016,461,103,690,3228.1,0.432448725,89,6466.82,8072,17854,704,320,793,3268.242,0.505386264,118,8328.8,5210,24056,1014,240,1126,2174.91,0.261131255,125,9038.28,4342,31932,843,154,1166,2366.83,0.261867302,106,2735.78,0,11208,196,0,390,1154.72,0.422080723,61,33214.76,21260,118932,5449,1165,6745,15873.614,0.477908436,275,15898.39,9120,50342,1952,456,2380,7157.899,0.450227916,172,7185.05,3971.5,24546.6,527,123,761,1763.25,0.24540539,86,5031.67,0,26210,166,0,326,2414.41,0.479842676,24,1891.46,0,6572,192,0,257,771.76,0.408023432,23
250,323,16543.13,23670,45607,1736,1009,2254,7800.043,0.471497413,371,3716.72,5684,6684,244,203,232,1175.97,0.316399944,18,4469.84,4198,11408.8,216,108,305,2090.65,0.467723677,22,5625.1,4992,15392,499,192,592,1862.028,0.331021315,22,12246.63,5924,31716,615,198,1043,7133.5,0.582486774,175,5899.12,4092,17026,354,129,591,2587.83,0.438680685,82,5058.34,9206,15012,534,367,664,2604.065,0.514806241,113,8040.51,4648,24902,947,209,1152,2199.84,0.273594585,127,7809.82,2288,27668,703,86,1013,2227.51,0.285219122,100,1984.58,0,10140,129,0,348,876.44,0.441624928,61,29451.94,22108,107068,4802,1231,6113,14308.017,0.485808982,273,14077.03,8800,44710,1675,440,2107,6639.691,0.471668456,172,6378.66,4098.5,23726.1,478,126,752,1578.34,0.247440685,81,4884.11,108,24665,163,2,311,2373.33,0.485928859,33,2119.47,0,6992,210,0,274,894.27,0.421930954,33
251,324,16774.75,25232,45677,1858,1021,2306,7453.9,0.444352375,352,3750.8,3976,6792,258,142,235,1076.06,0.286888131,17,5095.27,3896,10400.8,245,100,278,2405.96,0.4721948,20,6299.88,2184,17056,522,84,656,2345.804,0.372356934,22,14436.19,4208,30222,696,148,988,8474.72,0.587046859,161,4824.92,3914,12976,319,124,462,2027.27,0.420166552,73,5118.94,6154,15324,560,242,683,2536.071,0.495428936,119,7160.8,3150,20444,867,146,959,1913.35,0.267197799,119,5818.65,2568,17842,548,93,675,1645.65,0.282823335,95,3073.06,0,10140,220,0,348,1305.96,0.424970551,59,29440.83,15100,98532,4843,828,5658,14266.98,0.48459843,270,11591.07,7560,39608,1393,378,1869,5430.181,0.4684797,174,5229.56,3919,20665.1,388,126,638,1221.71,0.233616212,82,3254.52,0,13940,99,0,166,1608.4,0.494204983,18,1590.98,0,5904,161,0,229,649.39,0.408169807,27
252,325,12763.31,20694,38918,1302,852,1889,6203.899,0.486072892,368,4396.79,6300,6420,281,225,218,1487.28,0.338264961,24,3513.77,5954,5308.8,161,153,149,1756.15,0.499790823,19,3928.14,5668,9412,327,218,362,1504.932,0.383115673,24,15083.23,7408,38394,723,260,1294,9027.11,0.598486531,184,6146.38,4184,14140,352,135,505,2805.37,0.456426384,80,4440.23,5872,13716,476,237,616,2318.214,0.522093225,112,7975.46,5196,21664,917,243,1014,2408.42,0.30197882,142,8555.59,8164,31010,777,284,1150,2518.52,0.294371282,106,1543.54,0,10140,100,0,348,715.22,0.463363437,59,26143.59,17908,98112,4062,1018,5635,13142.607,0.50270858,300,12412.49,11020,40018,1439,551,1886,6050.486,0.48745143,172,8901.3,5715.5,37571.5,663,194,1219,2295.18,0.25784773,115,3456.29,0,14800,110,0,177,1678.25,0.485564001,24,1946.44,0,6296,187,0,247,864,0.443887302,32
253,326,18919.57,27666,60994,1999,1194,3011,8804.605,0.465370249,381,4928.41,3976,12460,321,142,422,1693.14,0.343546905,21,5746.53,4384,12570.8,268,113,337,2775.94,0.483063692,21,5560.34,2808,15834,477,108,609,1965.396,0.353466874,24,11777.47,4232,32052,569,139,1041,6815.95,0.578727859,163,1975.61,4678,2904,105,150,89,920.31,0.465835868,31,3920.01,6684,13350,448,271,599,1921.722,0.490233953,112,8826.69,5006,25260,1051,230,1187,2424.37,0.274663549,127,10102.07,7792,35298,960,279,1309,2538.03,0.251238608,101,2497.81,0,10140,178,0,348,1050.068,0.420395466,60,34750.59,21788,121156,5566,1224,6982,17177.167,0.494298572,271,18019.62,12880,53322,2170,644,2527,8326.571,0.462083607,173,13583.35,8874,64394.8,1036,297,2109,3179.18,0.234049774,121,3116.91,0,13130,97,0,152,1370.29,0.439630917,24,1830.79,0,5580,189,0,218,735.84,0.401924852,23
