Store,APT 9,,,,,,,,,CHAPS,,,,,,,,,CROFT & BARROW,,,,,,,,,GLORIA VANDERBILT,,,,,,,,,JENNIFER LOPEZ,,,,,,,,,LEE,,,,,,,,,SONOMA,,,,,,,,,TEKGEAR,,,,,,,,
,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH,Sales $,BOH $,Receipts  $,Sales Units,BOH Units,Receipts Units,Profit $,Profit %,CC Count w/ BOH
332,24480.48,31939.56667,68934,1394,783,1546,9726.471,0.397315371,127,19027.32,26608.11667,51954,774,517.3333333,786,4255.11,0.223631599,63.66666667,56875.03,65830.2,142496,4309,2047.833333,4005,22916.822,0.402932922,234.8333333,14300.08,12951.23167,31861.6,615,322.8333333,740,5573.83,0.389776141,35.83333333,6688.95,14021.6,22858,277,258.6666667,397,3278.959,0.490205339,46,9394.15,9294.755,16583.23,364,228.5,377,2602.9,0.277076691,20,30866.1,32091.98667,80752,2321,1018.5,2343,12859.478,0.416621407,130.3333333,14276.83,15045.5,41716,1198,513.8333333,1290,6519.713,0.456663909,71.83333333
333,32170.21,44219.5,87212,2009,1119,1968,11147.909,0.346528947,140.6666667,14667.78,20670.11667,45840,636,412,704,2364.68,0.161215944,60.16666667,52381.39,66458.305,135758,4188,2031.666667,3974,19855.586,0.37905802,229.6666667,8616.71,10964.04667,19663.43,410,281.3333333,457,2885.46,0.334867948,35,12458.69,24629.5,37486,649,496.3333333,662,4773.17,0.383119734,64.66666667,4517.03,8757.281667,8464.08,213,224.5,192,530.53,0.117451069,20.16666667,38880.59,47749.99833,106068,3259,1532.833333,3027,13286.116,0.341715905,140.8333333,13535.76,16022.16667,37930,1218,576.8333333,1183,5686.929,0.420141093,78.5
334,34274.93,39365.33333,91770,1910,967.6666667,2040,13812.967,0.403004966,149.3333333,40513.77,61552.81667,105400,1761,1154.333333,1608,6972.75,0.17210815,72.5,92209.43,98539.24333,203936,6958,2976,5781,37077.469,0.40210062,232.6666667,17882.45,19639.45,43067.05,762,477,995,7046.2,0.394028782,40.16666667,9869.56,16093.43333,29726,410,301.6666667,523,4864.275,0.492856318,52,12864.78,11568.035,20118.41,489,282.6666667,459,3625.28,0.281798834,23.5,40668.19,38943.6,102754,3009,1250.166667,2989,16998.718,0.417985605,130,16878.89,12884.06667,41998,1341,429.3333333,1295,7985.047,0.473078917,70.16666667
335,27997.28,32806.5,79892,1506,742.1666667,1760,11567.986,0.413182495,121.5,20643.06,36741.8,66592,836,638,1016,4526.43,0.219271271,68.5,57185.24,57505.06667,145304,4052,1608.5,4195,25368.662,0.44362255,204.8333333,11639.22,13499.805,30367.97,498,318.3333333,703,4462.7,0.383419164,34.5,9716.06,18058.83333,36334,373,318,641,5160.454,0.531126197,53.16666667,11229.02,11900.39167,20634.28,438,286,472,2972.51,0.264716778,19.83333333,32065.19,40837.155,93324,2362,1294.666667,2699,13117.234,0.409080189,134,15040.9,12664.26667,46088,1227,396.8333333,1433,7005.583,0.46576887,56.16666667
336,17566.26,27935.43333,56760,1088,749,1294,6272.98,0.357103903,125.6666667,12549.74,22452.75,33136,514,471.8333333,504,2480.59,0.197660669,64.66666667,44472.28,51521.47333,106240,3361,1578,3073,18260.733,0.410609328,223.8333333,9628,10831.995,21490.03,440,280,497,3254.25,0.337998546,38,6579.42,13328.03333,24846,301,268.1666667,441,3052.243,0.463907609,44.33333333,5031.39,9018.388333,9732.81,225,236.5,219,969.4,0.192670415,21.5,28698.55,29630.765,73792,2162,984,2160,11722.369,0.40846555,131.1666667,10548.01,13273.96667,31448,910,466.6666667,973,4668.592,0.442604055,74.66666667
337,37360.55,48190.9,100602,2318,1166.333333,2243,13084.866,0.350232157,156.3333333,21760.03,28618.11667,69918,874,507.6666667,1068,4932.05,0.226656397,64.33333333,78223.75,82983.75667,195480,6094,2507.666667,5685,30311.226,0.387493901,230.6666667,15879.72,15273.31,36936.43,734,358.3333333,857,5542.48,0.349028824,35.5,15406.12,34181.23333,46772,762,639,820,6178.78,0.401060098,61.33333333,11648.71,9903.623333,20775.29,473,234.8333333,471,2642.7,0.226866323,20,47762.46,53213.93333,134248,3809,1619.5,3904,17481.233,0.366003615,138.3333333,18443.94,14896.73333,51648,1575,503,1618,8283.632,0.449124862,75.33333333
338,26713,40589.73333,81816,1548,938.3333333,1807,9915.251,0.371176992,135.3333333,16153.81,24204.7,51261,643,415,781,3729.05,0.230846469,59.16666667,61802.16,66664.29,168588,4597,1860.333333,4970,25765.474,0.416902484,200.1666667,12364.03,11044.16833,28250.44,549,263.1666667,656,4436.51,0.358823943,33.5,11005.95,23246.6,36724,519,420.1666667,649,4802.403,0.436346067,58.33333333,9992.77,9452.633333,13221,403,228,300,2552.28,0.255412663,26.33333333,40412.24,42839.66667,117182,3125,1238.833333,3353,15715.946,0.388890742,130.5,13563.25,15174.5,42082,1208,498.8333333,1311,5835.56,0.430247913,71.5
339,23573.27,31187.16667,70172,1346,784.8333333,1554,9115.589,0.386691749,134.8333333,10783.41,18273.33333,38596,457,334.8333333,584,1859.59,0.17244916,54.33333333,49105.76,51293.76667,132532,3668,1570,3834,20090.33,0.409123695,196,11825.98,12666.41167,28412.43,536,319,657,4138.23,0.349927025,36.5,8372.06,16793.66667,24764,405,319,436,3571.555,0.426604085,47.16666667,10156.61,9940.611667,18791.76,411,245.3333333,424,2447.36,0.24096229,21.83333333,30761.01,34106.71833,86810,2280,1034.833333,2468,11997.12,0.390010601,124.3333333,11810.14,13891.3,41492,1012,449.8333333,1294,5235.386,0.443295846,68.16666667
340,12288.19,19500.03333,41986,783,513.3333333,950,4035.531,0.328407276,99.83333333,8178.04,16352.66667,31922,388,339,490,822.08,0.100522864,51.16666667,32791.08,45633.455,78008,2440,1393.166667,2243,12936.917,0.394525493,219.5,5356.87,9585.525,11988.22,254,250.3333333,278,1713.11,0.319796822,34,3473.21,11154.46667,15690,170,215.3333333,275,1436.281,0.413531287,41.33333333,3870.73,6842.215,4726.93,161,182.3333333,107,984.73,0.254404208,20.83333333,12829.41,20749.06667,37860,1143,713.3333333,1058,3871.508,0.301768203,116.1666667,6223.52,10820.16667,24654,525,366.6666667,764,2916.156,0.468570198,68.33333333
341,21745.21,29640.6,61518,1293,770.8333333,1395,8362.962,0.384588698,121.8333333,20314.93,35089.81667,51865,835,651.1666667,789,3971.77,0.195509903,73.16666667,42160.53,58820.7,103802,3367,1845.666667,2976,16160.431,0.383307112,234.3333333,9684.57,10507.385,19168.55,438,268.8333333,445,3447.44,0.355972439,36.16666667,7072.61,15102.93333,24022,337,304.1666667,424,2994.255,0.423359269,49.16666667,7608.1,10775.81167,12827.1,325,272.6666667,290,1697.85,0.223163471,23.83333333,24976.66,31899.48,64504,2036,1037,1846,8928.92,0.357490553,136.8333333,14136.9,18183,50014,1161,609.1666667,1575,6566.574,0.464498865,78.33333333
342,12369.09,15998.4,33546,740,409.8333333,776,4632.456,0.37451874,87.66666667,10418.72,17677.56667,28934,427,340.5,446,2199.92,0.211150698,54,30608.16,34587.53333,72530,2190,1010,2042,12813.831,0.418641009,170.3333333,7892.8,8556.72,14723.56,352,206,344,2965.8,0.375760186,32.66666667,4373.08,9069.3,14144,196,176.5,248,2100.45,0.480313646,35.33333333,2196.15,3252.63,3464.23,147,99.33333333,77,-410.1,-0.186735879,11.33333333,16504.87,21343.43,42384,1383,710.8333333,1253,5814.887,0.352313408,107.6666667,8747,11683.93333,29912,744,396.8333333,934,4030.891,0.460831256,64.5
343,12486.69,21575.7,45280,777,532.6666667,1040,4324.953,0.34636505,101,10461.11,20851.06667,28022,481,395.1666667,434,1332.9,0.127414777,58.33333333,31555.68,49994.76667,82052,2537,1511.166667,2302,11550.035,0.366020792,221.1666667,6701.13,9669.576667,14258.68,320,235.8333333,332,2129.99,0.317855347,33.83333333,5037.58,11591.96667,17358,227,214,304,2300.455,0.456658753,40.83333333,3261.13,6918.665,5273.84,145,178.6666667,121,669.64,0.205339867,21.5,14898.19,21305.19667,40940,1284,686.8333333,1131,4626.329,0.310529601,115.6666667,6810.7,11793.43333,25092,592,397.8333333,778,3065.947,0.450166209,68.66666667
344,31752.68,31925.53333,80216,1800,756.1666667,1795,12864.877,0.405158777,127,30718.92,45874.33333,68203,1308,809.1666667,1055,5733.82,0.186654349,71.83333333,66567.92,68970.63167,143752,4923,2028.5,4219,28439.757,0.427229167,209.5,15910.44,14583.60667,34566.97,669,341.1666667,803,6387.69,0.401477898,33.66666667,11121.96,21333.3,36434,457,376.6666667,645,5518.991,0.496224676,62.33333333,10159.66,9587.888333,18368.8,414,228.8333333,420,2483.69,0.244465858,22.83333333,41490.81,40839.335,99824,3269,1238.833333,3066,16754.749,0.403818315,133.1666667,17276.46,14876.53333,44774,1456,487.6666667,1391,7895.252,0.456994778,66.66666667
345,27158.2,34429.86667,78126,1553,798.8333333,1762,10729.56,0.395076257,117,14825.37,26624.36667,35458,617,470,554,2918.85,0.196882101,69.33333333,47981.32,52346.93167,124182,3380,1510.5,3620,21334.464,0.444641039,209.3333333,12850.96,14124.505,24432.36,536,336,564,5139.21,0.399908645,35.66666667,12720.7,19870.2,39432,469,360.6666667,698,7060.387,0.555031327,61.5,6821.59,9425.771667,10341.65,268,227.6666667,235,1867.09,0.273703052,19.33333333,36288.19,39156.12667,98268,2748,1195.666667,2943,15124.082,0.416776973,128.5,12482.71,14368.73333,34622,1064,472.5,1075,5663.969,0.45374514,70.16666667
346,25835.07,28508.5,67762,1392,679.3333333,1525,10897.229,0.421799864,123,15511,24859.91667,34347,589,445.8333333,527,4092.58,0.263850171,67.83333333,41357.25,41989.73333,97584,2832,1228.333333,2857,19170.728,0.463539718,189.5,11297.52,10843.11333,22680.74,468,254,526,4505.02,0.398761852,34,8443.19,12256.3,25508,304,224.5,453,4856.586,0.575207475,41.66666667,6071.91,8719.4,11105.49,248,210,251,1473.9,0.242740752,22,33038.36,34779.63167,78226,2500,1055.833333,2258,13631.596,0.412599052,135,11206.39,12388.9,35028,912,408.6666667,1070,5185.817,0.462755357,67.33333333
347,34309.03,47303.16667,102136,2021,1141,2258,12981.228,0.378361848,149.1666667,25251.74,39645.66667,66614,1059,738.3333333,1006,4982.08,0.197296503,67.83333333,69129.02,70543.86667,173970,5078,2189.666667,5073,29116.152,0.421185661,225.6666667,16351.68,16459.89833,34636,717,394.5,800,5850.19,0.357773024,37.33333333,13658.99,21338.8,41274,543,399.8333333,727,7098.48,0.519692891,59,14654.89,12853.31167,23991.54,560,313.5,546,4071.92,0.277854013,27.66666667,47378.19,50294.17667,128850,3538,1547,3804,19238.346,0.406059117,137,20430.3,18061.03333,53990,1696,594.1666667,1658,9181.63,0.449412392,75.5
348,24688.14,34721.73333,70578,1474,831.3333333,1585,9079.552,0.367769787,128,16116.91,23839.41667,41024,666,427.5,636,3491.14,0.216613482,63,61335.26,71727.86667,171586,4659,2117.666667,5130,25482.397,0.415460813,228.8333333,11052.23,13464.32667,26317.76,468,316.3333333,601,4381.52,0.396437642,36.66666667,9791.41,17167.2,31992,392,310.3333333,564,5004.827,0.511144667,52.66666667,7208.08,7611.025,14051.46,298,181.6666667,311,1647.84,0.228610115,18.5,36581.99,38382.83333,95082,2845,1159.833333,2936,15249.235,0.416850888,132.8333333,12787.91,14035.06667,38086,1075,458.1666667,1194,5776.392,0.451707277,70.83333333
349,15922.9,25702.46667,53884,980,677.5,1234,5456.68,0.342693856,120.8333333,16378.89,22058.2,44443,738,489.8333333,683,2255.98,0.137737051,63,48005.76,50566.615,126902,3495,1534.333333,3637,19628.093,0.40886954,208.5,11003.21,11461.19833,22584.77,508,297.1666667,523,3647.21,0.331467817,34.16666667,6681.91,11808.96667,22972,287,234.8333333,405,3288.741,0.492185767,42,8257.12,8447.27,12210.23,339,210.1666667,277,1909.36,0.23123801,20,21916.99,26863.76,64144,1647,914.1666667,1817,8517.072,0.388605917,122.3333333,8483.13,11242.03333,29952,714,376.1666667,931,3833.149,0.451855506,66.83333333
350,22438.16,37570.56667,74544,1344,896.5,1680,8464.067,0.377217517,131.3333333,16919.23,32323.86667,62356,769,614.3333333,952,2095.07,0.123827739,66.5,56058.15,74168.5,140794,4444,2274.5,4158,21649.426,0.38619587,233.3333333,9441.95,13943.39167,23253.64,409,337.3333333,536,3502.93,0.370996457,39,9159.6,19255.76667,33496,369,349.3333333,593,4688.78,0.511897899,56.5,9142.23,10904.96833,15859.39,364,264.5,361,2331.98,0.255077809,21.83333333,35367.26,41142.3,96726,2740,1281.166667,2876,14289.069,0.404019678,137.8333333,12807.43,13884.4,38242,1042,452,1186,6062.43,0.473352577,75.83333333
351,29880.3,39053.5,86144,1790,1009.833333,1909,10761.773,0.360162816,144.5,24258.07,55018.85,69491,1170,1078.833333,1067,1965.9,0.081041072,75,65955.5,75148.775,156424,5181,2295.166667,4476,24286.84,0.368230701,235,13654.84,17479.29333,33886.16,643,431.6666667,784,4392.39,0.321672755,39.33333333,8353.36,15824,27152,385,312,475,3696.81,0.442553655,49,11338.16,11137.57667,18463.81,455,268.6666667,419,2778.92,0.245094442,20.33333333,39967.16,45070.915,107264,3188,1462.5,3220,15518.618,0.388284231,136.1666667,15579.08,18253.1,50290,1324,612,1560,6943.558,0.445697564,80.33333333
352,34226.49,36586.33333,91170,1919,887.6666667,2023,13335.216,0.389616814,138.8333333,21541.69,35780.3,49621,1012,695.5,757,2307.42,0.107114159,70.33333333,71394.41,77607.38,166712,5498,2329.5,4802,27506.225,0.38527141,247,16998.21,14506.12667,37110.4,750,350.5,860,6175.69,0.363314137,36.33333333,12303.99,20208.3,38710,474,370.5,680,6529.505,0.530681917,58.66666667,10361.07,10599.725,17665,404,258.5,400,2789.33,0.269212543,21,43313.08,40460.99667,107862,3300,1248.666667,3176,17370.172,0.401037562,141,15495.5,15019.6,38760,1300,498,1189,7053.077,0.455169372,74.33333333
353,17114.96,23743.66667,53488,1046,601.8333333,1220,6101.23,0.356485204,121.6666667,18991.7,32395.73333,49422,837,595,770,2925.57,0.154044662,71,57771.9,69173.595,137054,4547,2149.5,3939,21831.863,0.377897611,231,10059.24,12972.61833,22719.73,453,315.3333333,527,3604.98,0.358374987,36.16666667,4794.69,13011.06667,19608,245,248.6666667,347,1926.116,0.401718568,45.83333333,7561.17,9112.428333,11251.44,310,229.3333333,258,1883.7,0.249128111,23.16666667,22302.12,28461.365,62370,1789,878.8333333,1782,8089.894,0.362741031,130.5,11354.55,15771,36558,936,520.8333333,1114,5127.569,0.451587161,69.66666667
354,32737.26,41818,90102,1898,1046,2020,12353.025,0.377338391,152.1666667,29954.67,44239.3,78811,1297,845.1666667,1209,5230.24,0.174605162,70.83333333,89322.79,100602.1483,207400,6814,3036.5,5949,34898.485,0.390700794,228,17955.67,19548.83833,43540.92,796,468.6666667,1008,6486.69,0.361261373,41.83333333,12385.11,19631.1,38930,494,359.6666667,684,6410.835,0.517624389,57.33333333,12344.16,11798.96,19499.56,497,285.5,444,3033.64,0.245755078,24.5,39347.62,42798.34667,105036,3139,1368.5,3088,15065.775,0.382889105,134,17737.67,17787.73333,52784,1482,579.5,1626,7965.94,0.449097317,73.33333333
355,15582.43,18112.03333,44460,914,480.3333333,1004,5760.132,0.369655567,100.5,16954.32,31716.51667,38225,821,631.3333333,601,1553.72,0.09164154,71.33333333,43514.45,55345.77667,110104,3606,1755.833333,3174,15349.403,0.352742664,228.5,7335.05,9463.195,14813.57,350,233.8333333,343,2252.04,0.307024492,31.33333333,5598.09,10730.5,18464,255,207,327,2659.194,0.475018087,40.5,5652.89,7479.805,7291.34,255,181.5,166,1063.13,0.188068404,19.83333333,14852.43,22517.73333,43032,1342,729.3333333,1197,4303.488,0.289749758,116.3333333,7849.07,10634.86667,27838,675,359.1666667,855,3389.125,0.431786823,65
356,26933.06,31157.66667,78844,1553,808,1783,10146.633,0.376735247,130,18042.31,33713.93333,43435,880,705.8333333,675,1234.3,0.068411417,73,71091.49,71825.21333,160338,5529,2203.166667,4635,27466.76,0.386357917,219.6666667,12791.3,13065.735,31774.66,605,332.1666667,734,3879.81,0.303316317,39.16666667,11162.9,17808.16667,36484,462,332.1666667,643,5622.026,0.503634898,56.16666667,12807.3,11366.35333,22342,525,277.3333333,500,2912.56,0.227414053,23.83333333,36593.83,36700.46667,93632,2845,1211,2699,14076.645,0.384672635,139.6666667,13722.02,11549.23333,40180,1097,384.5,1228,6335.354,0.46169252,63.5
357,27571.2,31212.36667,81894,1458,815.5,1820,11648.332,0.422481865,129.1666667,17799.48,31835.38333,43420,741,599,668,3399.64,0.190996591,70.33333333,57448.48,60455.17,154646,4149,1976.666667,4458,24268.934,0.42244693,213.6666667,13784.92,12495.405,30433.96,629,297.3333333,704,4636.03,0.336311709,36.16666667,8478.44,13716.86667,30336,324,255.3333333,533,4611.886,0.543954548,42.33333333,10503.85,10789.26667,18365.81,423,270,419,2616.1,0.249061059,20.66666667,34182.03,40831.92833,103288,2578,1345.833333,2982,13677.681,0.400142443,135.5,13993.96,17145.03333,48468,1190,573.3333333,1501,6219.362,0.444431883,74.16666667
358,22347.52,27378.16667,63670,1310,645.1666667,1442,8665.755,0.387772558,125.3333333,13515.45,22936.86667,33791,611,453.8333333,519,1829.65,0.135374701,62.66666667,45213.57,55777.43167,107814,3527,1684.333333,3094,17469.203,0.386370795,229.5,8678.59,11547.225,20677.19,404,281.8333333,481,2901.34,0.334310066,34.33333333,6679.84,13637.46667,23072,271,251.1666667,409,3457.872,0.517657908,46,5360.79,8305.315,8515.05,242,206.6666667,195,966.49,0.180288726,23.66666667,27945.51,34147.86167,75222,2268,1102,2222,10241.327,0.366474865,135.8333333,10808.93,11317.76667,31426,922,372.5,968,4729.034,0.437511761,67.33333333
359,38582.25,56676.5,109630,2387,1403,2423,12908.334,0.334566647,159.5,14389.01,17465.6,42612,596,314.8333333,654,2783.17,0.193423314,55.33333333,72785.11,76649.23667,187082,5724,2307,5548,28405.575,0.390266292,228.1666667,12958.41,13139.59667,26870.78,623,325.3333333,622,3944.9,0.304427781,36.83333333,15264.94,29900.5,41904,743,583.6666667,735,6247.385,0.409263646,66.5,11944.22,10967.86167,20240.42,478,263,458,2956.73,0.247544838,20.66666667,46929.34,57192.43333,128618,3820,1825.666667,3775,17352.794,0.369764288,142.6666667,16122.29,19556.40167,52048,1388,649,1622,6922.708,0.429387389,82.33333333
360,23482.57,32956.7,68626,1394,875.8333333,1544,8647.498,0.368251771,131.5,16048.28,23782.56667,37960,639,454,584,3842.63,0.239441859,63.33333333,68694.96,79541.27,157498,5175,2368.166667,4485,27844.025,0.405328499,233.5,10920.96,13623.805,25806.04,486,327.3333333,596,3900.44,0.357151752,35.66666667,7351.64,15293.96667,27002,316,280.8333333,474,3643.915,0.495660152,49.66666667,8516.12,9355.608333,13232,342,229.6666667,300,2173.4,0.255210119,22.16666667,31585.07,37347.51,82640,2414,1171.833333,2418,12350.354,0.391018731,139,15721.22,17993.23333,52454,1301,594.6666667,1621,7133.945,0.453778078,80.5
361,14666.84,21845.8,46362,930,553.6666667,1075,5239.392,0.357227051,113.5,8680.42,15435.5,25918,374,280.1666667,410,1589.91,0.183160492,45.16666667,33691.93,40047.76667,90306,2472,1251.333333,2584,13806.688,0.409792137,183.3333333,7581.34,8099.281667,14632.07,390,224.6666667,335,1849.34,0.243933131,32.83333333,7597.64,12393,20648,339,239.6666667,367,3721.631,0.489840398,41.33333333,2324.58,4655.64,5691.12,132,122.5,123,53.33,0.022941779,17.16666667,18977.81,22219.69833,48472,1661,771.3333333,1505,6415.272,0.338040691,116.8333333,6557.35,10122.96667,25496,575,355.6666667,825,2852.992,0.435083075,64.16666667
362,20542.43,28232.86667,60248,1254,705.8333333,1372,7346.312,0.357616504,122.8333333,9320,16805.58333,25864,386,317,408,1940.32,0.208188841,46.66666667,36073.67,44609.405,98614,2977,1423.5,3034,13025.305,0.361075128,195.1666667,5616.22,8837.485,14245.16,325,229.3333333,326,757.71,0.134914587,34.16666667,7580.46,14099.83333,22492,346,281.6666667,399,3608.621,0.476042483,48.33333333,4810.75,6679.948333,8639.42,213,163.3333333,193,953.77,0.198258068,18.5,19321.58,30099.39667,53316,1799,1057.166667,1657,5224.784,0.27041184,123.8333333,7657.51,10418.76667,22848,709,387.3333333,728,3025.361,0.395084172,64
363,13402.64,18597,35732,860,501.5,819,4432.299,0.330703429,90,10222.94,17866.93333,30009,403,349.8333333,481,2540.6,0.248519506,48.33333333,29923.96,34925.85333,71954,2316,1108.333333,2177,12157.348,0.406274704,161.1666667,7542.01,8550.293333,15186.93,390,224.1666667,349,1850.61,0.245373581,33.16666667,5625.1,8837.733333,16442,280,184.1666667,291,2297.595,0.408454072,33,1532.91,2673.095,5034.27,102,68.33333333,108,-127.84,-0.083396938,10.16666667,17781.62,23145.43333,46134,1577,819.1666667,1466,5847.16,0.328831681,109.6666667,6928.72,10240.36667,26892,607,333,852,2965.77,0.4280401,58.66666667
364,16996.2,29500.03333,54870,1129,785.5,1267,5303.788,0.312057283,126.6666667,10907.52,17600.45,26649,482,350.3333333,425,1748.47,0.1602995,50.5,40232.95,51636.07667,107636,3234,1656,3253,14839.578,0.36884141,207.5,7426.64,10440.02167,16494.64,429,286.6666667,378,1172.99,0.157943565,37.33333333,8016.64,14880.86667,22862,382,296.1666667,406,3593.346,0.448235919,48.16666667,3745.87,6816.29,6548.92,188,181,143,474.62,0.126704878,18.83333333,22352.4,29459.15333,60788,2019,1030.5,1879,6852.659,0.306573746,130,9240.59,12627.63333,28670,849,437,915,3701.27,0.40054477,69
365,16395.95,25848.1,47398,1077,667,1100,5319.673,0.324450428,120.8333333,8803.79,16448.81667,28632,354,308.3333333,452,1994.33,0.226530846,48.16666667,34615.75,43261.69833,89734,2728,1338.333333,2701,13918.736,0.402092573,191.1666667,7751.57,9430.958333,15645.82,403,246.6666667,360,1786.07,0.230413968,33.5,6373.7,13800.53333,19042,322,276.1666667,336,2602.986,0.40839481,46.66666667,3062.85,4206.338333,5784.1,156,98.33333333,125,375.86,0.122715771,17,18696.3,25643.59833,47734,1732,865.8333333,1492,5632.807,0.301279237,123.3333333,6499.32,9910.5,21474,579,343.8333333,686,2786.772,0.428779011,64.5
